"Country or Area","Year(s)","Variant","Value"
"Hungary","2020","High","9660.351"
"Hungary","2020","Low","9660.351"
"Hungary","2020","Constant fertility","9660.351"
"Hungary","2020","Instant replacement","9660.351"
"Hungary","2020","Zero migration","9660.351"
"Hungary","2020","Constant mortality","9660.351"
"Hungary","2020","No change","9660.351"
"Hungary","2020","Momentum","9660.351"
"Iceland","2021","Medium","343.353"
"Iceland","2021","High","343.718"
"Iceland","2021","Low","342.954"
"Iceland","2021","Constant fertility","343.418"
"Iceland","2021","Instant replacement","343.873"
"Iceland","2021","Zero migration","342.947"
"Iceland","2021","Constant mortality","343.238"
"Iceland","2021","No change","343.323"
"Iceland","2021","Momentum","343.521"
"Iceland","2020","Medium","341.243"
"Iceland","2020","High","341.243"
"Iceland","2020","Low","341.243"
"Iceland","2020","Constant fertility","341.243"
"Iceland","2020","Instant replacement","341.243"
"Iceland","2020","Zero migration","341.243"
"Iceland","2020","Constant mortality","341.243"
"Iceland","2020","No change","341.243"
"Iceland","2020","Momentum","341.243"
"India","2021","Medium","1393409.038"
"India","2021","High","1395012.085"
"India","2021","Low","1391643.987"
"India","2021","Constant fertility","1393987.454"
"India","2021","Instant replacement","1393868.843"
"India","2021","Zero migration","1393820.332"
"India","2021","Constant mortality","1392965.629"
"India","2021","No change","1393613.814"
"India","2021","Momentum","1393991.222"
"India","2020","Medium","1380004.385"
"India","2020","High","1380004.385"
"India","2020","Low","1380004.385"
"India","2020","Constant fertility","1380004.385"
"India","2020","Instant replacement","1380004.385"
"India","2020","Zero migration","1380004.385"
"India","2020","Constant mortality","1380004.385"
"India","2020","No change","1380004.385"
"India","2020","Momentum","1380004.385"
"Indonesia","2021","Medium","276361.783"
"Indonesia","2021","High","276680.589"
"Indonesia","2021","Low","276012.537"
"Indonesia","2021","Constant fertility","276483.59"
"Indonesia","2021","Instant replacement","276206.931"
"Indonesia","2021","Zero migration","276458.966"
"Indonesia","2021","Constant mortality","276285.881"
"Indonesia","2021","No change","276420.813"
"Indonesia","2021","Momentum","276241.091"
"Indonesia","2020","Medium","273523.615"
"Indonesia","2020","High","273523.615"
"Indonesia","2020","Low","273523.615"
"Indonesia","2020","Constant fertility","273523.615"
"Indonesia","2020","Instant replacement","273523.615"
"Indonesia","2020","Zero migration","273523.615"
"Indonesia","2020","Constant mortality","273523.615"
"Indonesia","2020","No change","273523.615"
"Indonesia","2020","Momentum","273523.615"
"Iran (Islamic Republic of)","2021","Medium","85028.759"
"Iran (Islamic Republic of)","2021","High","85152.571"
"Iran (Islamic Republic of)","2021","Low","84913.978"
"Iran (Islamic Republic of)","2021","Constant fertility","85059.987"
"Iran (Islamic Republic of)","2021","Instant replacement","85023.95"
"Iran (Islamic Republic of)","2021","Zero migration","85074.253"
"Iran (Islamic Republic of)","2021","Constant mortality","85012.332"
"Iran (Islamic Republic of)","2021","No change","85038.738"
"Iran (Islamic Republic of)","2021","Momentum","85036.524"
"Iran (Islamic Republic of)","2020","Medium","83992.949"
"Iran (Islamic Republic of)","2020","High","83992.949"
"Iran (Islamic Republic of)","2020","Low","83992.949"
"Iran (Islamic Republic of)","2020","Constant fertility","83992.949"
"Iran (Islamic Republic of)","2020","Instant replacement","83992.949"
"Iran (Islamic Republic of)","2020","Zero migration","83992.949"
"Iran (Islamic Republic of)","2020","Constant mortality","83992.949"
"Iran (Islamic Republic of)","2020","No change","83992.949"
"Iran (Islamic Republic of)","2020","Momentum","83992.949"
"Iraq","2021","Medium","41179.35"
"Iraq","2021","High","41267.521"
"Iraq","2021","Low","41170.512"
"Iraq","2021","Constant fertility","41263.335"
"Iraq","2021","Instant replacement","40893.774"
"Iraq","2021","Zero migration","41175.489"
"Iraq","2021","Constant mortality","41213.027"
"Iraq","2021","No change","41257.012"
"Iraq","2021","Momentum","40872.602"
"Iraq","2020","Medium","40222.493"
"Iraq","2020","High","40222.493"
"Iraq","2020","Low","40222.493"
"Iraq","2020","Constant fertility","40222.493"
"Iraq","2020","Instant replacement","40222.493"
"Iraq","2020","Zero migration","40222.493"
"Iraq","2020","Constant mortality","40222.493"
"Iraq","2020","No change","40222.493"
"Iraq","2020","Momentum","40222.493"
"Ireland","2021","Medium","4982.907"
"Ireland","2021","High","4981.667"
"Ireland","2021","Low","4970.211"
"Ireland","2021","Constant fertility","4977.179"
"Ireland","2021","Instant replacement","4988.594"
"Ireland","2021","Zero migration","4965.824"
"Ireland","2021","Constant mortality","4975.34"
"Ireland","2021","No change","4976.564"
"Ireland","2021","Momentum","4980.98"
"Ireland","2020","Medium","4937.786"
"Ireland","2020","High","4937.786"
"Ireland","2020","Low","4937.786"
"Ireland","2020","Constant fertility","4937.786"
"Ireland","2020","Instant replacement","4937.786"
"Ireland","2020","Zero migration","4937.786"
"Ireland","2020","Constant mortality","4937.786"
"Ireland","2020","No change","4937.786"
"Ireland","2020","Momentum","4937.786"
"Isle of Man","2021","Medium","85.41"
"Isle of Man","2021","High","85.43"
"Isle of Man","2021","Low","85.281"
"Isle of Man","2021","Constant fertility","85.353"
"Isle of Man","2021","Instant replacement","85.553"
"Isle of Man","2021","Zero migration","84.95"
"Isle of Man","2021","Constant mortality","85.332"
"Isle of Man","2021","No change","85.326"
"Isle of Man","2021","Momentum","85.257"
"Isle of Man","2020","Medium","85.033"
"Isle of Man","2020","High","85.033"
"Isle of Man","2020","Low","85.033"
"Isle of Man","2020","Constant fertility","85.033"
"Isle of Man","2020","Instant replacement","85.033"
"Isle of Man","2020","Zero migration","85.033"
"Isle of Man","2020","Constant mortality","85.033"
"Isle of Man","2020","No change","85.033"
"Isle of Man","2020","Momentum","85.033"
"Israel","2021","Medium","8789.774"
"Israel","2021","High","8798.402"
"Israel","2021","Low","8779.919"
"Israel","2021","Constant fertility","8792.939"
"Israel","2021","Instant replacement","8756.366"
"Israel","2021","Zero migration","8779.009"
"Israel","2021","Constant mortality","8787.409"
"Israel","2021","No change","8791.153"
"Israel","2021","Momentum","8747.888"
"Israel","2020","Medium","8655.535"
"Israel","2020","High","8655.535"
"Israel","2020","Low","8655.535"
"Israel","2020","Constant fertility","8655.535"
"Israel","2020","Instant replacement","8655.535"
"Israel","2020","Zero migration","8655.535"
"Israel","2020","Constant mortality","8655.535"
"Israel","2020","No change","8655.535"
"Israel","2020","Momentum","8655.535"
"Italy","2021","Medium","60367.477"
"Italy","2021","High","60436.966"
"Italy","2021","Low","60324.39"
"Italy","2021","Constant fertility","60394.014"
"Italy","2021","Instant replacement","60536.413"
"Italy","2021","Zero migration","60242.538"
"Italy","2021","Constant mortality","60354.641"
"Italy","2021","No change","60367.897"
"Italy","2021","Momentum","60430.658"
"Italy","2020","Medium","60461.826"
"Italy","2020","High","60461.826"
"Italy","2020","Low","60461.826"
"Italy","2020","Constant fertility","60461.826"
"Italy","2020","Instant replacement","60461.826"
"Italy","2020","Zero migration","60461.826"
"Italy","2020","Constant mortality","60461.826"
"Italy","2020","No change","60461.826"
"Italy","2020","Momentum","60461.826"
"Jamaica","2021","Medium","2973.463"
"Jamaica","2021","High","2977.448"
"Jamaica","2021","Low","2969.71"
"Jamaica","2021","Constant fertility","2974.732"
"Jamaica","2021","Instant replacement","2976.144"
"Jamaica","2021","Zero migration","2985.107"
"Jamaica","2021","Constant mortality","2973.127"
"Jamaica","2021","No change","2974.256"
"Jamaica","2021","Momentum","2983.61"
"Jamaica","2020","Medium","2961.167"
"Jamaica","2020","High","2961.167"
"Jamaica","2020","Low","2961.167"
"Jamaica","2020","Constant fertility","2961.167"
"Jamaica","2020","Instant replacement","2961.167"
"Jamaica","2020","Zero migration","2961.167"
"Jamaica","2020","Constant mortality","2961.167"
"Jamaica","2020","No change","2961.167"
"Jamaica","2020","Momentum","2961.167"
"Japan","2021","Medium","126050.804"
"Japan","2021","High","126162.055"
"Japan","2021","Low","125937.672"
"Japan","2021","Constant fertility","126058.22"
"Japan","2021","Instant replacement","126351.616"
"Japan","2021","Zero migration","125971.779"
"Japan","2021","Constant mortality","126004.122"
"Japan","2021","No change","126012.352"
"Japan","2021","Momentum","126263.655"
"Japan","2020","Medium","126476.461"
"Japan","2020","High","126476.461"
"Japan","2020","Low","126476.461"
"Japan","2020","Constant fertility","126476.461"
"Japan","2020","Instant replacement","126476.461"
"Japan","2020","Zero migration","126476.461"
"Japan","2020","Constant mortality","126476.461"
"Japan","2020","No change","126476.461"
"Japan","2020","Momentum","126476.461"
"Jordan","2021","Medium","10269.021"
"Jordan","2021","High","10234.915"
"Jordan","2021","Low","10208.332"
"Jordan","2021","Constant fertility","10231.68"
"Jordan","2021","Instant replacement","10242.432"
"Jordan","2021","Zero migration","10381.404"
"Jordan","2021","Constant mortality","10220.3"
"Jordan","2021","No change","10230.284"
"Jordan","2021","Momentum","10344.043"
"Jordan","2020","Medium","10203.134"
"Jordan","2020","High","10203.134"
"Jordan","2020","Low","10203.134"
"Jordan","2020","Constant fertility","10203.134"
"Jordan","2020","Instant replacement","10203.134"
"Jordan","2020","Zero migration","10203.134"
"Jordan","2020","Constant mortality","10203.134"
"Jordan","2020","No change","10203.134"
"Jordan","2020","Momentum","10203.134"
"Kazakhstan","2021","Medium","18994.962"
"Kazakhstan","2021","High","19025.727"
"Kazakhstan","2021","Low","18979.176"
"Kazakhstan","2021","Constant fertility","19015.557"
"Kazakhstan","2021","Instant replacement","18948.115"
"Kazakhstan","2021","Zero migration","19002.596"
"Kazakhstan","2021","Constant mortality","18998.533"
"Kazakhstan","2021","No change","19011.486"
"Kazakhstan","2021","Momentum","18945.003"
"Kazakhstan","2020","Medium","18776.707"
"Kazakhstan","2020","High","18776.707"
"Kazakhstan","2020","Low","18776.707"
"Kazakhstan","2020","Constant fertility","18776.707"
"Kazakhstan","2020","Instant replacement","18776.707"
"Kazakhstan","2020","Zero migration","18776.707"
"Kazakhstan","2020","Constant mortality","18776.707"
"Kazakhstan","2020","No change","18776.707"
"Kazakhstan","2020","Momentum","18776.707"
"Kenya","2021","Medium","54985.698"
"Kenya","2021","High","55047.512"
"Kenya","2021","Low","54915.949"
"Kenya","2021","Constant fertility","55047.669"
"Kenya","2021","Instant replacement","54650.333"
"Kenya","2021","Zero migration","54992.328"
"Kenya","2021","Constant mortality","54965.474"
"Kenya","2021","No change","55030.966"
"Kenya","2021","Momentum","54650.354"
"Kenya","2020","Medium","53771.296"
"Kenya","2020","High","53771.296"
"Kenya","2020","Low","53771.296"
"Kenya","2020","Constant fertility","53771.296"
"Kenya","2020","Instant replacement","53771.296"
"Kenya","2020","Zero migration","53771.296"
"Kenya","2020","Constant mortality","53771.296"
"Kenya","2020","No change","53771.296"
"Kenya","2020","Momentum","53771.296"
"Kiribati","2021","Medium","121.392"
"Kiribati","2021","High","121.691"
"Kiribati","2021","Low","121.401"
"Kiribati","2021","Constant fertility","121.644"
"Kiribati","2021","Instant replacement","120.658"
"Kiribati","2021","Zero migration","121.956"
"Kiribati","2021","Constant mortality","121.511"
"Kiribati","2021","No change","121.607"
"Kiribati","2021","Momentum","120.929"
"Kiribati","2020","Medium","119.449"
"Kiribati","2020","High","119.449"
"Kiribati","2020","Low","119.449"
"Kiribati","2020","Constant fertility","119.449"
"Kiribati","2020","Instant replacement","119.449"
"Kiribati","2020","Zero migration","119.449"
"Kiribati","2020","Constant mortality","119.449"
"Kiribati","2020","No change","119.449"
"Kiribati","2020","Momentum","119.449"
"Kuwait","2021","Medium","4328.55"
"Kuwait","2021","High","4326.386"
"Kuwait","2021","Low","4317.948"
"Kuwait","2021","Constant fertility","4323.495"
"Kuwait","2021","Instant replacement","4329.031"
"Kuwait","2021","Zero migration","4308.644"
"Kuwait","2021","Constant mortality","4321.623"
"Kuwait","2021","No change","4322.942"
"Kuwait","2021","Momentum","4318.294"
"Kuwait","2020","Medium","4270.571"
"Kuwait","2020","High","4270.571"
"Kuwait","2020","Low","4270.571"
"Kuwait","2020","Constant fertility","4270.571"
"Kuwait","2020","Instant replacement","4270.571"
"Kuwait","2020","Zero migration","4270.571"
"Kuwait","2020","Constant mortality","4270.571"
"Kuwait","2020","No change","4270.571"
"Kuwait","2020","Momentum","4270.571"
"Kyrgyzstan","2021","Medium","6628.356"
"Kyrgyzstan","2021","High","6636.869"
"Kyrgyzstan","2021","Low","6619.493"
"Kyrgyzstan","2021","Constant fertility","6633.975"
"Kyrgyzstan","2021","Instant replacement","6603.241"
"Kyrgyzstan","2021","Zero migration","6638.448"
"Kyrgyzstan","2021","Constant mortality","6627.159"
"Kyrgyzstan","2021","No change","6632.879"
"Kyrgyzstan","2021","Momentum","6609.502"
"Kyrgyzstan","2020","Medium","6524.195"
"Kyrgyzstan","2020","High","6524.195"
"Kyrgyzstan","2020","Low","6524.195"
"Kyrgyzstan","2020","Constant fertility","6524.195"
"Kyrgyzstan","2020","Instant replacement","6524.195"
"Kyrgyzstan","2020","Zero migration","6524.195"
"Kyrgyzstan","2020","Constant mortality","6524.195"
"Kyrgyzstan","2020","No change","6524.195"
"Kyrgyzstan","2020","Momentum","6524.195"
"Land-locked Developing Countries (LLDC)","2021","Medium","545397.133"
"Land-locked Developing Countries (LLDC)","2021","High","546050.971"
"Land-locked Developing Countries (LLDC)","2021","Low","544775.101"
